#genename	D. discoideum gene name	
#ddb_g	D. discoideum dictybase gene ID	
#jgi_id	D. purpureum JGI gene ID	
#		
genename	ddb_g	jgi_id
wdr57	DDB_G0271788	152778
DDB_G0291338	DDB_G0291338	152793
DDB_G0291332	DDB_G0291332	152794
thg1	DDB_G0291830	152806
wdr23	DDB_G0291832	152807
DDB_G0291952	DDB_G0291952	152810
DDB_G0280227	DDB_G0280227	152813
DDB_G0278229	DDB_G0278229	152820
dimA	DDB_G0278971	152822
pigQ	DDB_G0279515	152826
DDB_G0279517	DDB_G0279517	152827
DDB_G0292292	DDB_G0292292	152830
DDB_G0278827	DDB_G0278827	152838
DDB_G0275995	DDB_G0275995	152846
gfm1	DDB_G0270482	152862
DDB_G0269336	DDB_G0269336	152863
nosip	DDB_G0270882	152871
med7	DDB_G0269568	152878
trfA	DDB_G0269194	152881
ipo13B	DDB_G0279441	152901
taf2	DDB_G0292724	152902
DDB_G0270634	DDB_G0270634	152921
DDB_G0269774	DDB_G0269774	152924
lsm5	DDB_G0268716	152939
ube3a	DDB_G0290179	152946
DDB_G0290181	DDB_G0290181	152947
DDB_G0273947	DDB_G0273947	152951
DDB_G0275693	DDB_G0275693	152956
DDB_G0275575	DDB_G0275575	152957
DDB_G0271098	DDB_G0271098	152980
DDB_G0290421	DDB_G0290421	152983
DDB_G0289985	DDB_G0289985	152991
DDB_G0281499	DDB_G0281499	153006
ercc6	DDB_G0281441	153008
DDB_G0286321	DDB_G0286321	153014
sgcA	DDB_G0276269	153022
utp13	DDB_G0276283	153024
DDB_G0285499	DDB_G0285499	153035
DDB_G0285489	DDB_G0285489	153040
DDB_G0291912	DDB_G0291912	153053
DDB_G0279825	DDB_G0279825	153070
ivdA	DDB_G0279827	153071
prkab	DDB_G0281089	153082
DDB_G0281091	DDB_G0281091	153083
gbqA	DDB_G0280965	153084
DDB_G0281081	DDB_G0281081	153086
DDB_G0290319	DDB_G0290319	153091
DDB_G0275127	DDB_G0275127	153092
DDB_G0280813	DDB_G0280813	153093
DDB_G0280805	DDB_G0280805	153096
DDB_G0280105	DDB_G0280105	153099
DG1003	DDB_G0291992	153106
CYP516A1	DDB_G0292168	153109
rfc5	DDB_G0282235	153140
polD2	DDB_G0281641	153145
DDB_G0281627	DDB_G0281627	153151
DDB_G0280417	DDB_G0280417	153163
DDB_G0280415	DDB_G0280415	153164
DDB_G0280413	DDB_G0280413	153168
DDB_G0275413	DDB_G0275413	153177
DDB_G0293534	DDB_G0293534	153190
DDB_G0270412	DDB_G0270412	153195
med16	DDB_G0279157	153212
vps39	DDB_G0279169	153214
hspJ	DDB_G0279447	153226
DDB_G0267522	DDB_G0267522	153229
DDB_G0278459	DDB_G0278459	153230
DDB_G0278261	DDB_G0278261	153234
syn7B	DDB_G0279133	153236
DDB_G0278681	DDB_G0278681	153246
DDB_G0283889	DDB_G0283889	153261
mlh3	DDB_G0283883	153264
DDB_G0268092	DDB_G0268092	153265
fslK	DDB_G0284729	153271
DDB_G0276183	DDB_G0276183	153279
atp5e	DDB_G0276241	153282
gxcW	DDB_G0278147	153285
DDB_G0278609	DDB_G0278609	153287
DDB_G0276251	DDB_G0276251	153293
DG1040	DDB_G0276029	153294
abcG7	DDB_G0289655	153304
abcG4	DDB_G0289657	153305
DDB_G0289737	DDB_G0289737	153313
DDB_G0289735	DDB_G0289735	153314
dcd1B	DDB_G0292768	153322
DDB_G0268462	DDB_G0268462	153330
DDB_G0286637	DDB_G0286637	153349
DDB_G0286809	DDB_G0286809	153350
DDB_G0286811	DDB_G0286811	153352
cstf3	DDB_G0286645	153358
DDB_G0272758	DDB_G0272758	153362
sf3a1	DDB_G0272676	153372
DDB_G0272014	DDB_G0272014	153380
DDB_G0290921	DDB_G0290921	153384
DDB_G0290619	DDB_G0290619	153391
DDB_G0290063	DDB_G0290063	153392
gacJJ	DDB_G0290873	153400
DDB_G0290437	DDB_G0290437	153408
DDB_G0290695	DDB_G0290695	153420
med6	DDB_G0284421	153426
DDB_G0283865	DDB_G0283865	153427
DDB_G0284457	DDB_G0284457	153434
DDB_G0284113	DDB_G0284113	153438
DDB_G0283845	DDB_G0283845	153440
DDB_G0274689	DDB_G0274689	153446
DDB_G0274699	DDB_G0274699	153454
DDB_G0274249	DDB_G0274249	153460
tssc1	DDB_G0274279	153463
exosc10	DDB_G0271572	153473
DDB_G0291600	DDB_G0291600	153478
DDB_G0291694	DDB_G0291694	153481
DDB_G0271968	DDB_G0271968	153487
DDB_G0282721	DDB_G0282721	153493
dcd3A	DDB_G0288359	153506
dnmA	DDB_G0288047	153508
timm17	DDB_G0287627	153513
DDB_G0284409	DDB_G0284409	153517
ranbp1	DDB_G0287391	153519
DDB_G0287899	DDB_G0287899	153522
DDB_G0278197	DDB_G0278197	153527
DDB_G0277957	DDB_G0277957	153530
DDB_G0277993	DDB_G0277993	153538
DDB_G0277997	DDB_G0277997	153539
anapc8	DDB_G0272775	153544
gefG	DDB_G0272032	153547
DDB_G0272020	DDB_G0272020	153549
DDB_G0272785	DDB_G0272785	153563
DDB_G0272839	DDB_G0272839	153568
wdr7	DDB_G0272771	153569
gxcG	DDB_G0282073	153584
DDB_G0281963	DDB_G0281963	153585
vps15	DDB_G0282627	153587
gxcAA	DDB_G0282717	153591
DDB_G0282679	DDB_G0282679	153597
DDB_G0295483	DDB_G0295483	153601
ubr7	DDB_G0292022	153611
limD	DDB_G0291251	153613
dst3	DDB_G0291267	153614
eIF2b2	DDB_G0291271	153616
DDB_G0276325	DDB_G0276325	153625
H2Bv2	DDB_G0276273	153626
DDB_G0275649	DDB_G0275649	153632
natA	DDB_G0275449	153633
DDB_G0293722	DDB_G0293722	153658
tmem208	DDB_G0281177	153660
TFIIIA	DDB_G0281085	153661
dhkA	DDB_G0280961	153663
DDB_G0295713	DDB_G0295713	153664
DDB_G0275399	DDB_G0275399	153668
ctps	DDB_G0280567	153669
DDB_G0280593	DDB_G0280593	153674
egeA	DDB_G0272002	153687
DDB_G0269840	DDB_G0269840	153689
wdr53	DDB_G0293608	153694
zizB	DDB_G0293084	153700
DDB_G0293072	DDB_G0293072	153704
DDB_G0293074	DDB_G0293074	153705
DDB_G0268346	DDB_G0268346	153714
DDB_G0284825	DDB_G0284825	153718
DDB_G0273085	DDB_G0273085	153743
DDB_G0267716	DDB_G0267716	153745
DDB_G0271828	DDB_G0271828	153755
napA	DDB_G0274519	153775
DDB_G0287251	DDB_G0287251	153778
pks2	DDB_G0270572	153779
DDB_G0289807	DDB_G0289807	153793
DDB_G0289857	DDB_G0289857	153794
DDB_G0277179	DDB_G0277179	153796
forG	DDB_G0277175	153797
agnA	DDB_G0276299	153799
malaS	DDB_G0275655	153802
DDB_G0275469	DDB_G0275469	153814
srp54	DDB_G0275455	153817
DDB_G0292230	DDB_G0292230	153830
DDB_G0279943	DDB_G0279943	153831
DDB_G0276527	DDB_G0276527	153832
vilB	DDB_G0276453	153835
DDB_G0276531	DDB_G0276531	153836
tmem120	DDB_G0288699	153846
DDB_G0287745	DDB_G0287745	153855
DDB_G0287843	DDB_G0287843	153859
DDB_G0291824	DDB_G0291824	153860
DDB_G0283177	DDB_G0283177	153866
DDB_G0283171	DDB_G0283171	153869
gshB	DDB_G0291756	153877
DDB_G0291450	DDB_G0291450	153883
DDB_G0291700	DDB_G0291700	153885
DDB_G0291109	DDB_G0291109	153888
gacE	DDB_G0293654	153891
DDB_G0293880	DDB_G0293880	153902
DDB_G0288959	DDB_G0288959	153915
cda	DDB_G0288933	153916
panC	DDB_G0288935	153918
DDB_G0289047	DDB_G0289047	153927
DDB_G0289059	DDB_G0289059	153930
spiA	DDB_G0289075	153934
DDB_G0286387	DDB_G0286387	153938
DDB_G0286695	DDB_G0286695	153940
DDB_G0287163	DDB_G0287163	153945
DDB_G0285709	DDB_G0285709	153948
DDB_G0285705	DDB_G0285705	153950
DDB_G0284357	DDB_G0284357	153960
DDB_G0293188	DDB_G0293188	153984
DDB_G0286263	DDB_G0286263	153985
DDB_G0292884	DDB_G0292884	154027
vti1A	DDB_G0292974	154030
DDB_G0292972	DDB_G0292972	154032
spc25	DDB_G0284013	154037
tmem184A	DDB_G0284525	154042
DDB_G0283893	DDB_G0283893	154051
DDB_G0276683	DDB_G0276683	154069
ube2s	DDB_G0289021	154070
ncbp2	DDB_G0287197	154090
DDB_G0285657	DDB_G0285657	154097
DDB_G0287081	DDB_G0287081	154099
DDB_G0286377	DDB_G0286377	154101
jcdC	DDB_G0286391	154113
DDB_G0280477	DDB_G0280477	154129
DDB_G0280889	DDB_G0280889	154133
DDB_G0290313	DDB_G0290313	154135
ddx1	DDB_G0269966	154178
DDB_G0269006	DDB_G0269006	154195
trmu	DDB_G0288979	154197
DDB_G0289311	DDB_G0289311	154198
apm2	DDB_G0277139	154202
DDB_G0283715	DDB_G0283715	154219
DDB_G0290621	DDB_G0290621	154223
DDB_G0282471	DDB_G0282471	154240
DDB_G0269988	DDB_G0269988	154250
xacB	DDB_G0278417	154253
DDB_G0278415	DDB_G0278415	154256
mps1	DDB_G0280995	154263
DDB_G0281045	DDB_G0281045	154266
DDB_G0269754	DDB_G0269754	154278
DDB_G0278267	DDB_G0278267	154284
phlp2	DDB_G0285433	154292
mkcF	DDB_G0270102	154313
DDB_G0269566	DDB_G0269566	154314
forE	DDB_G0269626	154316
celB	DDB_G0269112	154318
arpE	DDB_G0291728	154327
DDB_G0291730	DDB_G0291730	154328
DDB_G0291452	DDB_G0291452	154335
rpb5	DDB_G0291636	154339
cpnB-2	DDB_G0274051	154343
DDB_G0284513	DDB_G0284513	154346
DDB_G0284509	DDB_G0284509	154348
DDB_G0284171	DDB_G0284171	154353
DDB_G0281127	DDB_G0281127	154359
DDB_G0284577	DDB_G0284577	154363
DDB_G0284581	DDB_G0284581	154365
DDB_G0284587	DDB_G0284587	154366
DDB_G0289949	DDB_G0289949	154367
DDB_G0268686	DDB_G0268686	154370
DDB_G0269440	DDB_G0269440	154375
ddx49	DDB_G0270396	154383
DDB_G0270444	DDB_G0270444	154392
DDB_G0269898	DDB_G0269898	154398
DDB_G0290035	DDB_G0290035	154434
DDB_G0272999	DDB_G0272999	154439
dgat1	DDB_G0271342	154444
DDB_G0291318	DDB_G0291318	154453
hemG	DDB_G0292040	154455
DDB_G0291740	DDB_G0291740	154456
DDB_G0292038	DDB_G0292038	154457
ddx31	DDB_G0271708	154460
rcnA	DDB_G0271536	154464
DDB_G0274803	DDB_G0274803	154468
DDB_G0274203	DDB_G0274203	154487
vps13D	DDB_G0286545	154491
DDB_G0279685	DDB_G0279685	154493
DDB_G0286287	DDB_G0286287	154497
DDB_G0286285	DDB_G0286285	154498
DDB_G0283413	DDB_G0283413	154506
eftud2	DDB_G0283359	154511
DDB_G0283415	DDB_G0283415	154513
DDB_G0283417	DDB_G0283417	154514
DDB_G0292478	DDB_G0292478	154527
atp12	DDB_G0292678	154531
DDB_G0292680	DDB_G0292680	154532
ppt3	DDB_G0292862	154535
DDB_G0277259	DDB_G0277259	154564
DDB_G0292096	DDB_G0292096	154567
DDB_G0276389	DDB_G0276389	154575
kif5	DDB_G0276369	154579
anapc2	DDB_G0276377	154581
DDB_G0277307	DDB_G0277307	154583
DDB_G0276769	DDB_G0276769	154586
coq6	DDB_G0291440	154588
nol6	DDB_G0291438	154593
DDB_G0278115	DDB_G0278115	154608
DDB_G0292190	DDB_G0292190	154611
mdn1	DDB_G0295765	154614
DDB_G0290341	DDB_G0290341	154620
DDB_G0271988	DDB_G0271988	154633
idhC	DDB_G0272208	154640
fdxr	DDB_G0287353	154647
DDB_G0287775	DDB_G0287775	154652
DDB_G0287805	DDB_G0287805	154656
cinD-1	DDB_G0273061	154675
dpm2-1	DDB_G0272588	154679
DDB_G0271100	DDB_G0271100	154682
DDB_G0274041	DDB_G0274041	154691
pcf11	DDB_G0279559	154692
DDB_G0281909	DDB_G0281909	154697
DDB_G0282117	DDB_G0282117	154698
DDB_G0282757	DDB_G0282757	154704
DDB_G0282425	DDB_G0282425	154707
mrkC	DDB_G0281895	154713
DDB_G0274825	DDB_G0274825	154716
tpsA	DDB_G0287657	154731
anapc3	DDB_G0288223	154735
DDB_G0288227	DDB_G0288227	154738
DDB_G0287555	DDB_G0287555	154741
acrA	DDB_G0267376	154751
DDB_G0273463	DDB_G0273463	154775
DDB_G0295717	DDB_G0295717	154788
hemC	DDB_G0284697	154791
DDB_G0284695	DDB_G0284695	154792
DDB_G0290333	DDB_G0290333	154796
DDB_G0289215	DDB_G0289215	154803
DDB_G0283147	DDB_G0283147	154808
DDB_G0285879	DDB_G0285879	154812
ppiD	DDB_G0283663	154821
naprt	DDB_G0268472	154831
DDB_G0291400	DDB_G0291400	154838
DDB_G0291396	DDB_G0291396	154840
DDB_G0291394	DDB_G0291394	154842
DDB_G0288941	DDB_G0288941	154856
pus3	DDB_G0288909	154861
DDB_G0289235	DDB_G0289235	154864
DDB_G0269666	DDB_G0269666	154873
DDB_G0269668	DDB_G0269668	154875
DDB_G0275111	DDB_G0275111	154923
abcG12	DDB_G0274115	154969
dnpep	DDB_G0286149	154975
hbx11	DDB_G0295787	154980
DDB_G0270090	DDB_G0270090	154986
DDB_G0270816	DDB_G0270816	154989
DDB_G0293614	DDB_G0293614	155003
pncA	DDB_G0293618	155005
DDB_G0289547	DDB_G0289547	155008
DDB_G0287991	DDB_G0287991	155018
redC	DDB_G0287983	155023
fam40	DDB_G0288685	155024
DDB_G0288465	DDB_G0288465	155029
DDB_G0284901	DDB_G0284901	155040
DDB_G0283121	DDB_G0283121	155042
DDB_G0285459	DDB_G0285459	155043
lvsE	DDB_G0282925	155044
xpot	DDB_G0283119	155048
DDB_G0278649	DDB_G0278649	155056
fslN	DDB_G0270672	155058
DDB_G0278281	DDB_G0278281	155059
TFIIIC3	DDB_G0278321	155061
DDB_G0278315	DDB_G0278315	155062
DDB_G0276781	DDB_G0276781	155076
DDB_G0277337	DDB_G0277337	155078
mcysS	DDB_G0277295	155084
ctsB	DDB_G0283921	155103
sec63	DDB_G0286131	155106
DDB_G0280017	DDB_G0280017	155120
DDB_G0276117	DDB_G0276117	155123
DDB_G0276223	DDB_G0276223	155124
cct8	DDB_G0276233	155125
DDB_G0280221	DDB_G0280221	155132
rpb3	DDB_G0292244	155135
DDB_G0284105	DDB_G0284105	155139
DDB_G0284155	DDB_G0284155	155143
dhkG	DDB_G0284045	155144
sf3b2	DDB_G0284555	155147
gxcQ	DDB_G0284501	155148
DDB_G0283781	DDB_G0283781	155149
dhkM	DDB_G0282377	155154
DDB_G0282055	DDB_G0282055	155156
DDB_G0281771	DDB_G0281771	155157
DDB_G0282485	DDB_G0282485	155163
ech1	DDB_G0282261	155167
DDB_G0287695	DDB_G0287695	155178
DDB_G0287675	DDB_G0287675	155181
spoT	DDB_G0287233	155188
gacP	DDB_G0279009	155202
DDB_G0279033	DDB_G0279033	155205
abcG21	DDB_G0269206	155206
DDB_G0268650	DDB_G0268650	155209
DDB_G0280471	DDB_G0280471	155211
DDB_G0284227	DDB_G0284227	155221
DDB_G0289987	DDB_G0289987	155226
DDB_G0290599	DDB_G0290599	155232
xpnpep1	DDB_G0290501	155235
DDB_G0287157	DDB_G0287157	155255
cysS	DDB_G0287159	155256
DDB_G0286613	DDB_G0286613	155275
tsg101	DDB_G0286797	155276
nxf	DDB_G0286455	155279
dhx9	DDB_G0275313	155280
DDB_G0275345	DDB_G0275345	155281
DDB_G0276961	DDB_G0276961	155283
DDB_G0277075	DDB_G0277075	155299
lvsD	DDB_G0271502	155301
DDB_G0272746	DDB_G0272746	155307
DDB_G0272740	DDB_G0272740	155311
wdr68	DDB_G0275925	155324
cdc7	DDB_G0292152	155330
DDB_G0295739	DDB_G0295739	155334
pan2	DDB_G0269694	155335
pakD	DDB_G0269696	155336
frmB	DDB_G0269362	155341
DDB_G0289455	DDB_G0289455	155352
DDB_G0278355	DDB_G0278355	155362
DDB_G0288625	DDB_G0288625	155369
DDB_G0288627	DDB_G0288627	155370
DDB_G0288643	DDB_G0288643	155371
DDB_G0270640	DDB_G0270640	155376
jcdI	DDB_G0270006	155396
DDB_G0280503	DDB_G0280503	155398
DDB_G0270776	DDB_G0270776	155404
erg2	DDB_G0270356	155426
DDB_G0281361	DDB_G0281361	155432
DDB_G0290147	DDB_G0290147	155439
DDB_G0290145	DDB_G0290145	155440
DDB_G0281363	DDB_G0281363	155443
DDB_G0280481	DDB_G0280481	155470
fsjA	DDB_G0280483	155471
fol1	DDB_G0278283	155477
DDB_G0291658	DDB_G0291658	155479
DDB_G0289423	DDB_G0289423	155533
crlB	DDB_G0289395	155536
arpH	DDB_G0287739	155548
DDB_G0288551	DDB_G0288551	155553
DDB_G0287561	DDB_G0287561	155555
nup210	DDB_G0288545	155557
mcm2	DDB_G0286623	155563
DDB_G0279647	DDB_G0279647	155594
DDB_G0292832	DDB_G0292832	155599
vps13E	DDB_G0268886	155606
desA	DDB_G0269738	155619
DDB_G0269734	DDB_G0269734	155622
DDB_G0268500	DDB_G0268500	155625
DDB_G0291299	DDB_G0291299	155627
DDB_G0285557	DDB_G0285557	155628
DDB_G0286759	DDB_G0286759	155634
DDB_G0286863	DDB_G0286863	155635
glod5	DDB_G0286857	155636
sumo	DDB_G0286189	155644
anapc6	DDB_G0286233	155646
acbd6	DDB_G0290237	155651
DDB_G0290231	DDB_G0290231	155653
mgp1	DDB_G0290233	155654
DDB_G0275171	DDB_G0275171	155657
DDB_G0292530	DDB_G0292530	155712
cdc20	DDB_G0285601	155718
DDB_G0288417	DDB_G0288417	155721
DDB_G0285967	DDB_G0285967	155722
DDB_G0268558	DDB_G0268558	155733
DDB_G0268168	DDB_G0268168	155735
DDB_G0268118	DDB_G0268118	155738
DDB_G0286261	DDB_G0286261	155741
DDB_G0279049	DDB_G0279049	155757
DDB_G0292442	DDB_G0292442	155765
DDB_G0284857	DDB_G0284857	155777
DDB_G0289627	DDB_G0289627	155782
gefAA	DDB_G0289613	155787
DDB_G0289829	DDB_G0289829	155793
abcG18	DDB_G0275687	155800
elp2	DDB_G0275651	155801
DDB_G0275545	DDB_G0275545	155803
DDB_G0275739	DDB_G0275739	155806
nmt	DDB_G0275863	155807
DDB_G0291308	DDB_G0291308	155809
kinY	DDB_G0289661	155812
DDB_G0289769	DDB_G0289769	155815
pikE	DDB_G0289601	155819
prpf31	DDB_G0289595	155821
tufM	DDB_G0289593	155823
DDB_G0275865	DDB_G0275865	155824
gtaO	DDB_G0289651	155826
DDB_G0292932	DDB_G0292932	155848
lvsA	DDB_G0269150	155867
DDB_G0269608	DDB_G0269608	155868
DDB_G0292368	DDB_G0292368	155878
DG1098	DDB_G0293192	155909
DDB_G0293258	DDB_G0293258	155911
helA	DDB_G0292992	155915
exoc3	DDB_G0293520	155933
DDB_G0293508	DDB_G0293508	155939
DDB_G0267850	DDB_G0267850	155951
DDB_G0267848	DDB_G0267848	155952
DDB_G0290523	DDB_G0290523	155977
vps33	DDB_G0291097	155993
DDB_G0291103	DDB_G0291103	155996
DDB_G0291099	DDB_G0291099	155997
sapA	DDB_G0284043	155998
DDB_G0291181	DDB_G0291181	155999
DDB_G0291175	DDB_G0291175	156005
mtrpS	DDB_G0274567	156014
DDB_G0274303	DDB_G0274303	156015
DDB_G0274305	DDB_G0274305	156016
vatH	DDB_G0274553	156018
prp18	DDB_G0274555	156019
abcA2	DDB_G0267438	156020
DDB_G0274789	DDB_G0274789	156022
eIF3s9	DDB_G0283597	156027
DDB_G0289211	DDB_G0289211	156047
mybW	DDB_G0270346	156055
DDB_G0286469	DDB_G0286469	156071
DDB_G0286421	DDB_G0286421	156072
DDB_G0286199	DDB_G0286199	156077
DDB_G0286409	DDB_G0286409	156078
DDB_G0286413	DDB_G0286413	156079
DDB_G0281379	DDB_G0281379	156094
DDB_G0279649	DDB_G0279649	156097
DDB_G0279653	DDB_G0279653	156100
DDB_G0270128	DDB_G0270128	156107
atg6A	DDB_G0269244	156108
DDB_G0271036	DDB_G0271036	156109
DDB_G0288651	DDB_G0288651	156147
DDB_G0268216	DDB_G0268216	156159
mtaA	DDB_G0268616	156163
MYH	DDB_G0270764	156172
rpa2	DDB_G0293560	156179
DDB_G0293478	DDB_G0293478	156193
DDB_G0284973	DDB_G0284973	156198
DDB_G0268030	DDB_G0268030	156200
tbcD	DDB_G0268516	156207
DDB_G0275665	DDB_G0275665	156208
mcfH	DDB_G0275985	156209
DDB_G0276069	DDB_G0276069	156210
DDB_G0286523	DDB_G0286523	156220
DDB_G0279939	DDB_G0279939	156221
Dd5P1	DDB_G0279927	156222
DDB_G0288997	DDB_G0288997	156231
DDB_G0276125	DDB_G0276125	156249
vps13l	DDB_G0277219	156256
DDB_G0277187	DDB_G0277187	156262
DDB_G0268054	DDB_G0268054	156265
sptA	DDB_G0268056	156269
DDB_G0268424	DDB_G0268424	156270
DDB_G0267974	DDB_G0267974	156272
gefW	DDB_G0267666	156274
DDB_G0267648	DDB_G0267648	156275
DDB_G0267586	DDB_G0267586	156281
DDB_G0267572	DDB_G0267572	156282
DDB_G0284805	DDB_G0284805	156290
rtoA	DDB_G0271916	156291
DDB_G0271814	DDB_G0271814	156293
DDB_G0272576	DDB_G0272576	156298
ahsa	DDB_G0269712	156300
DDB_G0270622	DDB_G0270622	156301
tifA	DDB_G0269192	156303
cypE	DDB_G0269216	156321
DDB_G0268872	DDB_G0268872	156322
DDB_G0293578	DDB_G0293578	156331
DDB_G0273095	DDB_G0273095	156335
DDB_G0273093	DDB_G0273093	156336
DDB_G0273339	DDB_G0273339	156341
DDB_G0273037	DDB_G0273037	156342
DDB_G0273331	DDB_G0273331	156344
fut9	DDB_G0293768	156375
med15	DDB_G0293914	156380
DDB_G0277495	DDB_G0277495	156383
clc	DDB_G0277403	156386
trap1	DDB_G0276947	156389
DDB_G0277111	DDB_G0277111	156391
rabJ	DDB_G0277441	156394
DDB_G0291195	DDB_G0291195	156398
cln3	DDB_G0291157	156403
DDB_G0291159	DDB_G0291159	156404
DDB_G0291155	DDB_G0291155	156413
DDB_G0289465	DDB_G0289465	156422
DDB_G0288531	DDB_G0288531	156431
DDB_G0285229	DDB_G0285229	156432
DDB_G0269788	DDB_G0269788	156442
DDB_G0277405	DDB_G0277405	156466
DG1060	DDB_G0281953	156475
DDB_G0282127	DDB_G0282127	156481
DDB_G0282125	DDB_G0282125	156482
mcm6	DDB_G0272760	156483
hacl1	DDB_G0292402	156484
DDB_G0287279	DDB_G0287279	156495
DDB_G0280527	DDB_G0280527	156510
DDB_G0281185	DDB_G0281185	156513
DDB_G0281137	DDB_G0281137	156515
DDB_G0280239	DDB_G0280239	156521
DDB_G0283377	DDB_G0283377	156527
vti1B	DDB_G0283363	156528
DDB_G0281719	DDB_G0281719	156538
DDB_G0281871	DDB_G0281871	156544
DDB_G0293938	DDB_G0293938	156550
DDB_G0271334	DDB_G0271334	156561
atg7	DDB_G0271096	156564
DDB_G0280311	DDB_G0280311	156569
DDB_G0280315	DDB_G0280315	156573
bzpH	DDB_G0277681	156583
psmG2	DDB_G0274447	156595
scsB	DDB_G0274449	156596
pyd3	DDB_G0274123	156598
DDB_G0274641	DDB_G0274641	156599
dokA	DDB_G0274101	156601
DDB_G0289221	DDB_G0289221	156612
DDB_G0293756	DDB_G0293756	156630
grpA	DDB_G0293248	156632
CYP508A4	DDB_G0284535	156647
DDB_G0278121	DDB_G0278121	156651
DDB_G0288051	DDB_G0288051	156660
DDB_G0276047	DDB_G0276047	156662
DDB_G0268158	DDB_G0268158	156684
DDB_G0281619	DDB_G0281619	156689
DDB_G0277675	DDB_G0277675	156697
DDB_G0285079	DDB_G0285079	156705
hemD	DDB_G0285009	156706
DDB_G0284961	DDB_G0284961	156709
DDB_G0282765	DDB_G0282765	156716
DDB_G0282151	DDB_G0282151	156728
DDB_G0269778	DDB_G0269778	156755
DDB_G0268774	DDB_G0268774	156758
gatB	DDB_G0268776	156759
DDB_G0269760	DDB_G0269760	156766
DDB_G0284247	DDB_G0284247	156771
DDB_G0282101	DDB_G0282101	156776
cxfA	DDB_G0282097	156777
rio2	DDB_G0282099	156778
csnk2b	DDB_G0284601	156809
DDB_G0285113	DDB_G0285113	156811
gdap2	DDB_G0284349	156819
DDB_G0271370	DDB_G0271370	156844
DDB_G0269824	DDB_G0269824	156854
DDB_G0275089	DDB_G0275089	156861
DDB_G0275301	DDB_G0275301	156864
DDB_G0280079	DDB_G0280079	156868
ctbsA	DDB_G0274233	156870
DDB_G0276435	DDB_G0276435	156871
DDB_G0277895	DDB_G0277895	156873
DDB_G0275793	DDB_G0275793	156874
DDB_G0284241	DDB_G0284241	156889
DDB_G0288441	DDB_G0288441	156893
DDB_G0288475	DDB_G0288475	156894
DDB_G0293444	DDB_G0293444	156902
gxcC	DDB_G0284845	156926
DDB_G0290373	DDB_G0290373	156939
DDB_G0280777	DDB_G0280777	156942
DDB_G0278339	DDB_G0278339	156945
DDB_G0278337	DDB_G0278337	156946
DDB_G0278329	DDB_G0278329	156959
DDB_G0278327	DDB_G0278327	156960
forH	DDB_G0285589	156963
DDB_G0275541	DDB_G0275541	156979
DDB_G0286279	DDB_G0286279	156983
DDB_G0279277	DDB_G0279277	156986
DDB_G0278097	DDB_G0278097	156988
DDB_G0284941	DDB_G0284941	157001
DDB_G0285335	DDB_G0285335	157006
DDB_G0273421	DDB_G0273421	157009
dhkI-1	DDB_G0273475	157014
DDB_G0273557	DDB_G0273557	157015
DDB_G0272432	DDB_G0272432	157024
ppt2	DDB_G0288807	157031
DDB_G0285837	DDB_G0285837	157040
DDB_G0285279	DDB_G0285279	157047
DDB_G0285275	DDB_G0285275	157051
abcF1	DDB_G0285997	157052
tmem33	DDB_G0286009	157057
DDB_G0284643	DDB_G0284643	157066
DDB_G0294563	DDB_G0294563	157068
lyrm5	DDB_G0284341	157074
fut7	DDB_G0283287	157080
DDB_G0282961	DDB_G0282961	157085
DDB_G0290645	DDB_G0290645	157090
smg1	DDB_G0275845	157099
DDB_G0288595	DDB_G0288595	157120
DDB_G0288599	DDB_G0288599	157122
DDB_G0288129	DDB_G0288129	157129
DDB_G0280881	DDB_G0280881	157135
glyS	DDB_G0284583	157146
DDB_G0282063	DDB_G0282063	157150
DDB_G0281845	DDB_G0281845	157160
glb1	DDB_G0290217	157172
arv1	DDB_G0290221	157173
DDB_G0280767	DDB_G0280767	157178
DDB_G0282341	DDB_G0282341	157185
fhkC	DDB_G0281567	157188
DDB_G0281713	DDB_G0281713	157189
ddx27	DDB_G0281711	157190
DDB_G0281709	DDB_G0281709	157191
mrpl34	DDB_G0295825	157194
DDB_G0282633	DDB_G0282633	157197
DDB_G0279755	DDB_G0279755	157215
DDB_G0279749	DDB_G0279749	157220
DDB_G0279747	DDB_G0279747	157221
drkA	DDB_G0289791	157247
prmt2	DDB_G0289445	157251
DDB_G0281227	DDB_G0281227	157255
cdh1	DDB_G0287259	157280
DDB_G0287397	DDB_G0287397	157281
DDB_G0282549	DDB_G0282549	157290
DDB_G0291464	DDB_G0291464	157299
bkdB	DDB_G0268020	157306
DDB_G0268022	DDB_G0268022	157307
DDB_G0277689	DDB_G0277689	157318
DDB_G0284937	DDB_G0284937	157323
DDB_G0288437	DDB_G0288437	157347
oxaB	DDB_G0281171	157354
DDB_G0282131	DDB_G0282131	157360
DDB_G0282105	DDB_G0282105	157361
DDB_G0292144	DDB_G0292144	157365
mrkB	DDB_G0285643	157371
DDB_G0285645	DDB_G0285645	157372
DDB_G0285649	DDB_G0285649	157374
DDB_G0271252	DDB_G0271252	157375
DDB_G0287123	DDB_G0287123	157377
DDB_G0278213	DDB_G0278213	157379
DDB_G0284809	DDB_G0284809	157381
DDB_G0284811	DDB_G0284811	157382
DDB_G0272440	DDB_G0272440	157395
sr	DDB_G0290009	157402
